accuracy,context,farm,geo_is_contact,geo_is_family,geo_is_friend,geo_is_public,id,isfamily,isfriend,ispublic,latitude,longitude,owner,place_id,secret,server,title,woeid,Photo_Category,URL,Downloaded,Usage
16,0,66,0,0,0,1,40833861453,0,0,1,-33.859264,151.221807,57491284@N02,cRTwufFTWrzzUz3wMQ,4fd52f20ef,65535,Sydney Opera House and Harbour Bridge - Australia,28676667,Opera_House,https://farm66.staticflickr.com/65535/40833861453_4fd52f20ef.jpg,1,Train
16,0,66,0,0,0,1,47796051871,0,0,1,-33.854687,151.218450,87791108@N00,ITQvq1pQUrNQEM42,da69515a8c,65535,20190401_3180 Sydney Opera House early in the morning,1096662,Opera_House,https://farm66.staticflickr.com/65535/47796051871_da69515a8c.jpg,1,Train
16,0,66,0,0,0,1,47796050201,0,0,1,-33.854631,151.218144,87791108@N00,ITQvq1pQUrNQEM42,65a868e6c5,65535,20190401_3181 Sydney Opera House early in the morning,1096662,Opera_House,https://farm66.staticflickr.com/65535/47796050201_65a868e6c5.jpg,1,Validation
16,0,66,0,0,0,1,47006826884,0,0,1,-33.855084,151.214413,87791108@N00,Fp.4vtxWULjq5GqX,55f67c50d6,65535,20190401_3185 Sydney Opera House in the early morning,7225644,Opera_House,https://farm66.staticflickr.com/65535/47006826884_55f67c50d6.jpg,1,Validation
16,0,66,0,0,0,1,32852616467,0,0,1,-33.855295,151.213516,87791108@N00,Fp.4vtxWULjq5GqX,e4accea288,65535,20190401_3189 Sydney Opera House,7225644,Opera_House,https://farm66.staticflickr.com/65535/32852616467_e4accea288.jpg,1,Test
16,0,66,0,0,0,1,32852613657,0,0,1,-33.857256,151.210847,87791108@N00,cRTwufFTWrzzUz3wMQ,c4014a1898,65535,20190401_3190 Sydney Opera House early in the morning,28676667,Opera_House,https://farm66.staticflickr.com/65535/32852613657_c4014a1898.jpg,1,Train
16,0,66,0,0,0,1,33912158758,0,0,1,-33.856712,151.214758,82189279@N04,cRTwufFTWrzzUz3wMQ,59be1e34d0,65535,scalelike,28676667,Opera_House,https://farm66.staticflickr.com/65535/33912158758_59be1e34d0.jpg,1,Train
16,0,66,0,0,0,1,33900204688,0,0,1,-33.856228,151.215388,60779535@N03,cRTwufFTWrzzUz3wMQ,4bf8960db9,65535,Opera Sky,28676667,Opera_House,https://farm66.staticflickr.com/65535/33900204688_4bf8960db9.jpg,1,Test
16,0,66,0,0,0,1,46854322545,0,0,1,-33.849112,151.212855,54385962@N03,ITQvq1pQUrNQEM42,e26374f978,65535,Sydney Opera House,1096662,Opera_House,https://farm66.staticflickr.com/65535/46854322545_e26374f978.jpg,1,Validation
16,0,66,0,0,0,1,47770164051,0,0,1,-33.859345,151.221708,53649649@N04,cRTwufFTWrzzUz3wMQ,5460c3fcaa,65535,Sydney Sunset .,28676667,Opera_House,https://farm66.staticflickr.com/65535/47770164051_5460c3fcaa.jpg,1,Validation
16,0,66,0,0,0,1,47713702152,0,0,1,-33.859298,151.221922,53649649@N04,cRTwufFTWrzzUz3wMQ,b101bed9ba,65535,Opera House@Sydney,28676667,Opera_House,https://farm66.staticflickr.com/65535/47713702152_b101bed9ba.jpg,1,Train
16,0,66,0,0,0,1,47713697942,0,0,1,-33.859342,151.221519,53649649@N04,cRTwufFTWrzzUz3wMQ,efafd4e247,65535,Opera House@Sydney,28676667,Opera_House,https://farm66.staticflickr.com/65535/47713697942_efafd4e247.jpg,1,Train
16,0,66,0,0,0,1,47704165032,0,0,1,-33.856864,151.215561,71589551@N00,cRTwufFTWrzzUz3wMQ,82fd31de67,65535,Opera house,28676667,Opera_House,https://farm66.staticflickr.com/65535/47704165032_82fd31de67.jpg,1,Train
16,0,66,0,0,0,1,47704163932,0,0,1,-33.856789,151.215530,71589551@N00,cRTwufFTWrzzUz3wMQ,4f3b38dc55,65535,Opera house orchestra,28676667,Opera_House,https://farm66.staticflickr.com/65535/47704163932_4f3b38dc55.jpg,1,Validation
16,0,66,0,0,0,1,40774087673,0,0,1,-33.849496,151.210809,50949097@N00,ITQvq1pQUrNQEM42,c43cb884e6,65535,The Most Beautiful City in the World,1096662,Opera_House,https://farm66.staticflickr.com/65535/40774087673_c43cb884e6.jpg,1,Train
15,0,66,0,0,0,1,32787935547,0,0,1,-33.859475,151.209104,58095031@N05,uyU97kpTVLseY.4z4g,c73046ac4c,65535,Sydney Opera House,26198434,Opera_House,https://farm66.staticflickr.com/65535/32787935547_c73046ac4c.jpg,1,Validation
15,0,66,0,0,0,1,32787935177,0,0,1,-33.859475,151.209104,58095031@N05,uyU97kpTVLseY.4z4g,375e714ba9,65535,Sydney Opera House - Napkin,26198434,Opera_House,https://farm66.staticflickr.com/65535/32787935177_375e714ba9.jpg,1,Train
16,0,66,0,0,0,1,46811153025,0,0,1,-33.856148,151.208511,36438811@N00,uyU97kpTVLseY.4z4g,c149ac7e97,65535,Sydney Opera House,26198434,Opera_House,https://farm66.staticflickr.com/65535/46811153025_c149ac7e97.jpg,1,Test
16,0,66,0,0,0,1,47725766321,0,0,1,-33.854094,151.209715,36492300@N00,uyU97kpTVLseY.4z4g,3797da6a74,65535,Sydney Opera House,26198434,Opera_House,https://farm66.staticflickr.com/65535/47725766321_3797da6a74.jpg,1,Test
16,0,66,0,0,0,1,40742703413,0,0,1,-33.856294,151.214972,36492300@N00,cRTwufFTWrzzUz3wMQ,dd53eae0a2,65535,Sydney Opera House,28676667,Opera_House,https://farm66.staticflickr.com/65535/40742703413_dd53eae0a2.jpg,1,Validation
16,0,66,0,0,0,1,46793024645,0,0,1,-33.856294,151.214972,36492300@N00,cRTwufFTWrzzUz3wMQ,fd7669b189,65535,Sydney Opera House,28676667,Opera_House,https://farm66.staticflickr.com/65535/46793024645_fd7669b189.jpg,1,Test
16,0,66,0,0,0,1,40742701913,0,0,1,-33.856294,151.214972,36492300@N00,cRTwufFTWrzzUz3wMQ,d8eea8e6bc,65535,Sydney Opera House,28676667,Opera_House,https://farm66.staticflickr.com/65535/40742701913_d8eea8e6bc.jpg,1,Train
16,0,66,0,0,0,1,40739694083,0,0,1,-33.872128,151.199427,39137917@N02,Z49yowlWULhnQlm8,291860a8be,65535,The golden bridge @ Sydney,7225650,Opera_House,https://farm66.staticflickr.com/65535/40739694083_291860a8be.jpg,1,Train
15,0,66,0,0,0,1,32757009717,0,0,1,-33.852390,151.203632,37751604@N04,ITQvq1pQUrNQEM42,22007dc024,65535,Harbour Views,1096662,Opera_House,https://farm66.staticflickr.com/65535/32757009717_22007dc024.jpg,1,Train
15,0,66,0,0,0,1,33822456128,0,0,1,-33.857622,151.214253,36492300@N00,cRTwufFTWrzzUz3wMQ,550b777453,65535,Sydney,28676667,Opera_House,https://farm66.staticflickr.com/65535/33822456128_550b777453.jpg,1,Train
16,0,66,0,0,0,1,47696756641,0,0,1,-33.856874,151.215219,36492300@N00,cRTwufFTWrzzUz3wMQ,f3a2c545de,65535,Sydney Opera House,28676667,Opera_House,https://farm66.staticflickr.com/65535/47696756641_f3a2c545de.jpg,1,Validation
16,0,66,0,0,0,1,47696755561,0,0,1,-33.856874,151.215219,36492300@N00,cRTwufFTWrzzUz3wMQ,d2f4bd3e98,65535,Sydney Opera House,28676667,Opera_House,https://farm66.staticflickr.com/65535/47696755561_d2f4bd3e98.jpg,1,Train
16,0,66,0,0,0,1,47696754101,0,0,1,-33.856874,151.215219,36492300@N00,cRTwufFTWrzzUz3wMQ,e3ca20f409,65535,Sydney Opera House,28676667,Opera_House,https://farm66.staticflickr.com/65535/47696754101_e3ca20f409.jpg,1,Train
16,0,66,0,0,0,1,32751865487,0,0,1,-33.857092,151.214663,53649649@N04,cRTwufFTWrzzUz3wMQ,98f7547297,65535,Opera House @ Sydney,28676667,Opera_House,https://farm66.staticflickr.com/65535/32751865487_98f7547297.jpg,1,Train
16,0,66,0,0,0,1,33817614738,0,0,1,-33.857092,151.214663,53649649@N04,cRTwufFTWrzzUz3wMQ,6175b7b203,65535,Opera House @ Sydney,28676667,Opera_House,https://farm66.staticflickr.com/65535/33817614738_6175b7b203.jpg,1,Train
16,0,66,0,0,0,1,33816863968,0,0,1,-33.858487,151.213827,60779535@N03,cRTwufFTWrzzUz3wMQ,01581189ba,65535,Opera House Joggers,28676667,Opera_House,https://farm66.staticflickr.com/65535/33816863968_01581189ba.jpg,1,Train
16,0,66,0,0,0,1,47639236732,0,0,1,-33.848544,151.209940,66303990@N07,ITQvq1pQUrNQEM42,6be06eec13,65535,Luna Park Ferris Wheel,1096662,Opera_House,https://farm66.staticflickr.com/65535/47639236732_6be06eec13.jpg,1,Train
16,0,66,0,0,0,1,47690233081,0,0,1,-33.857839,151.209205,53649649@N04,uyU97kpTVLseY.4z4g,34c7920714,65535,Streets of Sydney .,26198434,Opera_House,https://farm66.staticflickr.com/65535/47690233081_34c7920714.jpg,1,Train
16,0,66,0,0,0,1,33812551118,0,0,1,-33.858675,151.210155,53649649@N04,uyU97kpTVLseY.4z4g,020c055e7e,65535,Opera House .,26198434,Opera_House,https://farm66.staticflickr.com/65535/33812551118_020c055e7e.jpg,1,Train
16,0,66,0,0,0,1,47636993102,0,0,1,-33.859131,151.221680,53649649@N04,cRTwufFTWrzzUz3wMQ,15d944943b,65535,Sydney .,28676667,Opera_House,https://farm66.staticflickr.com/65535/47636993102_15d944943b.jpg,1,Train
16,0,66,0,0,0,1,32742672757,0,0,1,-33.855142,151.215039,36336201@N00,Fp.4vtxWULjq5GqX,aff14d7859,65535,Busker at the Rocks,7225644,Opera_House,https://farm66.staticflickr.com/65535/32742672757_aff14d7859.jpg,1,Train
16,0,66,0,0,0,1,46769763515,0,0,1,-33.855142,151.215039,36336201@N00,Fp.4vtxWULjq5GqX,87a9425b33,65535,Fort Denison,7225644,Opera_House,https://farm66.staticflickr.com/65535/46769763515_87a9425b33.jpg,1,Test
16,0,66,0,0,0,1,33808201118,0,0,1,-33.843016,151.281893,36336201@N00,x8FCOhJQUrNpZWCT,880daca06c,65535,Grevillea,1099333,Opera_House,https://farm66.staticflickr.com/65535/33808201118_880daca06c.jpg,1,Train
16,0,66,0,0,0,1,32742603207,0,0,1,-33.856183,151.215693,36336201@N00,cRTwufFTWrzzUz3wMQ,2f6e3c89f7,65535,Sydney City,28676667,Opera_House,https://farm66.staticflickr.com/65535/32742603207_2f6e3c89f7.jpg,1,Train
16,0,66,0,0,0,1,46760540045,0,0,1,-33.850293,151.203771,148765763@N06,ITQvq1pQUrNQEM42,3227f76db1,65535,Opera House & Harbour Bridge,1096662,Opera_House,https://farm66.staticflickr.com/65535/46760540045_3227f76db1.jpg,1,Train
16,0,66,0,0,0,1,46760131525,0,0,1,-33.856722,151.215173,36336201@N00,cRTwufFTWrzzUz3wMQ,3443c3128c,65535,Sydney Opera House,28676667,Opera_House,https://farm66.staticflickr.com/65535/46760131525_3443c3128c.jpg,1,Test
16,0,66,0,0,0,1,47675942431,0,0,1,-33.856722,151.215173,36336201@N00,cRTwufFTWrzzUz3wMQ,3f1548cc25,65535,Sydney Opera House,28676667,Opera_House,https://farm66.staticflickr.com/65535/47675942431_3f1548cc25.jpg,1,Train
15,0,66,0,0,0,1,32723200427,0,0,1,-33.856464,151.215004,30984148@N03,cRTwufFTWrzzUz3wMQ,ed72ca52d6,65535,Tom & Jerry,28676667,Opera_House,https://farm66.staticflickr.com/65535/32723200427_ed72ca52d6.jpg,1,Validation
15,0,66,0,0,0,1,46941693454,0,0,1,-33.856464,151.215004,30984148@N03,cRTwufFTWrzzUz3wMQ,ee08c0b128,65535,Tools Of The Trade,28676667,Opera_House,https://farm66.staticflickr.com/65535/46941693454_ee08c0b128.jpg,1,Train
16,0,66,0,0,0,1,47659029251,0,0,1,-33.857973,151.214966,57114392@N08,cRTwufFTWrzzUz3wMQ,5c785e7c79,65535,Sydney Opera House,28676667,Opera_House,https://farm66.staticflickr.com/65535/47659029251_5c785e7c79.jpg,1,Train
16,0,66,0,0,0,1,32704191297,0,0,1,-33.855439,151.215401,126900525@N03,Fp.4vtxWULjq5GqX,81ba56ef37,65535,Sydney Opera House,7225644,Opera_House,https://farm66.staticflickr.com/65535/32704191297_81ba56ef37.jpg,1,Test
16,0,66,0,0,0,1,46731012415,0,0,1,-33.855715,151.212301,126900525@N03,mx48mW5YU7yjxU335g,5190960212,65535,Sydney Opera House,91694527,Opera_House,https://farm66.staticflickr.com/65535/46731012415_5190960212.jpg,1,Validation
16,0,66,0,0,0,1,40679944603,0,0,1,-33.855698,151.213288,126900525@N03,mx48mW5YU7yjxU335g,a3f9e46280,65535,Sydney Opera House,91694527,Opera_House,https://farm66.staticflickr.com/65535/40679944603_a3f9e46280.jpg,1,Train
15,0,66,0,0,0,1,46730818455,0,0,1,-33.856357,151.215240,58107867@N04,cRTwufFTWrzzUz3wMQ,538217c16a,65535,Sydney Opera House - a 20th Century architectural wonder.,28676667,Opera_House,https://farm66.staticflickr.com/65535/46730818455_538217c16a.jpg,1,Train
15,0,66,0,0,0,1,33768476388,0,0,1,-33.856784,151.212773,126900525@N03,cRTwufFTWrzzUz3wMQ,3e42f75bce,65535,Sydney Opera House,28676667,Opera_House,https://farm66.staticflickr.com/65535/33768476388_3e42f75bce.jpg,1,Validation
16,0,66,0,0,0,1,40674990673,0,0,1,-33.857042,151.214836,60779535@N03,cRTwufFTWrzzUz3wMQ,6f9a656545,65535,Concert Hall Foyer No.3,28676667,Opera_House,https://farm66.staticflickr.com/65535/40674990673_6f9a656545.jpg,1,Train
16,0,66,0,0,0,1,46725971075,0,0,1,-33.857156,151.214861,60779535@N03,cRTwufFTWrzzUz3wMQ,d226e56222,65535,Concert Hall Foyer No.2,28676667,Opera_House,https://farm66.staticflickr.com/65535/46725971075_d226e56222.jpg,1,Train
16,0,66,0,0,0,1,46725969355,0,0,1,-33.856814,151.214927,60779535@N03,cRTwufFTWrzzUz3wMQ,dbc2f5a748,65535,Concert Hall Foyer No.1,28676667,Opera_House,https://farm66.staticflickr.com/65535/46725969355_dbc2f5a748.jpg,1,Train
16,0,66,0,0,0,1,46916801684,0,0,1,-33.848664,151.204483,122687277@N03,ITQvq1pQUrNQEM42,2fa1321954,65535,View of Sydney from Blues Point,1096662,Opera_House,https://farm66.staticflickr.com/65535/46916801684_2fa1321954.jpg,1,Train
16,0,66,0,0,0,1,47580849972,0,0,1,-33.848249,151.231988,87125528@N03,dVkGpN1WULiYTUQV,e299fa3ae9,65535,Another lightning strike over Sydneys Harbour Bridge,7225694,Opera_House,https://farm66.staticflickr.com/65535/47580849972_e299fa3ae9.jpg,1,Validation
15,0,66,0,0,0,1,46698253815,0,0,1,-33.856945,151.214779,27635030@N06,2AEwArxQU7pLPY08,7e0ae6efc5,65535,Moody Sunrise,1105779,Opera_House,https://farm66.staticflickr.com/65535/46698253815_7e0ae6efc5.jpg,1,Train
16,0,8,0,0,0,1,47559139392,0,0,1,-33.847498,151.213347,117778515@N06,ITQvq1pQUrNQEM42,824bb6a953,7809,💎,1096662,Opera_House,https://farm8.staticflickr.com/7809/47559139392_824bb6a953.jpg,1,Train
16,0,8,0,0,0,1,46883358484,0,0,1,-33.851964,151.211080,54385962@N03,ITQvq1pQUrNQEM42,e270b85f2b,7891,Opera House,1096662,Opera_House,https://farm8.staticflickr.com/7891/46883358484_e270b85f2b.jpg,1,Validation
16,0,8,0,0,0,1,32664655047,0,0,1,-33.854606,151.209422,12863610@N04,uyU97kpTVLseY.4z4g,0f5384c33b,7855,Sydney Opera House,26198434,Opera_House,https://farm8.staticflickr.com/7855/32664655047_0f5384c33b.jpg,1,Train
16,0,8,0,0,0,1,47605088881,0,0,1,-33.857445,151.207825,122687277@N03,uyU97kpTVLseY.4z4g,8387e935c2,7877,"Sydney Opera House and Harbour, Sydney",26198434,Opera_House,https://farm8.staticflickr.com/7877/47605088881_8387e935c2.jpg,1,Train
16,0,8,0,0,0,1,40638577613,0,0,1,-33.854317,151.209336,122687277@N03,uyU97kpTVLseY.4z4g,96df58147f,7831,View of Sydney Opera House and ferries from Sydney Harbour Bridge,26198434,Opera_House,https://farm8.staticflickr.com/7831/40638577613_96df58147f.jpg,1,Train
16,0,8,0,0,0,1,33725165558,0,0,1,-33.860234,151.209702,13288195@N05,uyU97kpTVLseY.4z4g,2ae20c8b8f,7803,Sydney Opera House and ferry,26198434,Opera_House,https://farm8.staticflickr.com/7803/33725165558_2ae20c8b8f.jpg,1,Test
16,0,8,0,0,0,1,33723507078,0,0,1,-33.858706,151.213450,96741395@N00,cRTwufFTWrzzUz3wMQ,f452186b56,7923,IMG_20190316_205244,28676667,Opera_House,https://farm8.staticflickr.com/7923/33723507078_f452186b56.jpg,1,Train
16,0,8,0,0,0,1,33723506088,0,0,1,-33.861517,151.208116,96741395@N00,uyU97kpTVLseY.4z4g,3db343cbe9,7850,IMG_20190331_003733,26198434,Opera_House,https://farm8.staticflickr.com/7850/33723506088_3db343cbe9.jpg,1,Train
16,0,8,0,0,0,1,33723506028,0,0,1,-33.858648,151.213452,96741395@N00,cRTwufFTWrzzUz3wMQ,48cd5db0fc,7800,PANO_20190316_213434,28676667,Opera_House,https://farm8.staticflickr.com/7800/33723506028_48cd5db0fc.jpg,1,Validation
16,0,8,0,0,0,1,46663275885,0,0,1,-33.857514,151.210802,12863610@N04,cRTwufFTWrzzUz3wMQ,1abc1bba74,7888,Sydney Opera House with moon,28676667,Opera_House,https://farm8.staticflickr.com/7888/46663275885_1abc1bba74.jpg,1,Validation
15,0,8,0,0,0,1,46619100115,0,0,1,-33.858691,151.210219,30079014@N03,uyU97kpTVLseY.4z4g,e2fe61cd35,7814,OVATION OF THE SEAS,26198434,Opera_House,https://farm8.staticflickr.com/7814/46619100115_e2fe61cd35.jpg,1,Validation
16,0,8,0,0,0,1,47534076551,0,0,1,-33.858078,151.214511,93784678@N00,cRTwufFTWrzzUz3wMQ,631a4a8d16,7916,The bridge,28676667,Opera_House,https://farm8.staticflickr.com/7916/47534076551_631a4a8d16.jpg,1,Train
15,0,8,0,0,0,1,47532562381,0,0,1,-33.855453,151.212494,30079014@N03,mx48mW5YU7yjxU335g,3e5ba93ea9,7839,"Australia, Sydney Opera House & Harbour Bridge",91694527,Opera_House,https://farm8.staticflickr.com/7839/47532562381_3e5ba93ea9.jpg,1,Validation
16,0,8,0,0,0,1,46617169725,0,0,1,-33.856965,151.214854,30079014@N03,cRTwufFTWrzzUz3wMQ,6e9bf2123f,7833,"Australia, Sydney Opera House",28676667,Opera_House,https://farm8.staticflickr.com/7833/46617169725_6e9bf2123f.jpg,1,Train
16,0,8,0,0,0,1,32589609227,0,0,1,-33.856965,151.214854,30079014@N03,cRTwufFTWrzzUz3wMQ,2e763508e7,7891,"Australia, Sydney Opera House",28676667,Opera_House,https://farm8.staticflickr.com/7891/32589609227_2e763508e7.jpg,1,Test
15,0,8,0,0,0,1,40565963263,0,0,1,-33.855684,151.212258,30079014@N03,mx48mW5YU7yjxU335g,0f75fe75a3,7835,"Australia, Sydney, Harbour Bridge & Opera House",91694527,Opera_House,https://farm8.staticflickr.com/7835/40565963263_0f75fe75a3.jpg,1,Train
15,0,8,0,0,0,1,32588305237,0,0,1,-33.859261,151.222000,9508280@N07,cRTwufFTWrzzUz3wMQ,c541bca13d,7834,2001 #315-19A Australia Sydney,28676667,Opera_House,https://farm8.staticflickr.com/7834/32588305237_c541bca13d.jpg,1,Train
15,0,8,0,0,0,1,40540048203,0,0,1,-33.861214,151.210584,54491498@N00,uyU97kpTVLseY.4z4g,e23d078708,7855,Along the Quay,26198434,Opera_House,https://farm8.staticflickr.com/7855/40540048203_e23d078708.jpg,1,Train
15,0,8,0,0,0,1,32562034057,0,0,1,-33.859628,151.213030,54491498@N00,cRTwufFTWrzzUz3wMQ,50026f9231,7814,From Elizabeth Street,28676667,Opera_House,https://farm8.staticflickr.com/7814/32562034057_50026f9231.jpg,1,Train
16,0,8,0,0,0,1,40535642483,0,0,1,-33.870037,151.225800,54491498@N00,kJvH6HxWULjVpDBr,f153bc7876,7812,Sydney at Dusk,7225616,Opera_House,https://farm8.staticflickr.com/7812/40535642483_f153bc7876.jpg,1,Train
16,0,8,0,0,0,1,47444970812,0,0,1,-33.857464,151.215338,53649649@N04,cRTwufFTWrzzUz3wMQ,03d9a56518,7831,Syney Opera House.,28676667,Opera_House,https://farm8.staticflickr.com/7831/47444970812_03d9a56518.jpg,1,Train
16,0,8,0,0,0,1,47444968852,0,0,1,-33.857464,151.215338,53649649@N04,cRTwufFTWrzzUz3wMQ,71001bce85,7906,Syney Opera House.,28676667,Opera_House,https://farm8.staticflickr.com/7906/47444968852_71001bce85.jpg,1,Train
16,0,8,0,0,0,1,47497888021,0,0,1,-33.857320,151.214794,53649649@N04,cRTwufFTWrzzUz3wMQ,1a69115db2,7801,Syney Opera House.,28676667,Opera_House,https://farm8.staticflickr.com/7801/47497888021_1a69115db2.jpg,1,Train
16,0,8,0,0,0,1,47431966092,0,0,1,-33.861028,151.211254,84057750@N00,cRTwufFTWrzzUz3wMQ,4909ef5b17,7862,"Sydney icons, the Opera House and a Sydney Ferry",28676667,Opera_House,https://farm8.staticflickr.com/7862/47431966092_4909ef5b17.jpg,1,Validation
16,0,8,0,0,0,1,47402303862,0,0,1,-33.857820,151.214833,138533625@N05,cRTwufFTWrzzUz3wMQ,d803dc6e72,7800,DSC01995,28676667,Opera_House,https://farm8.staticflickr.com/7800/47402303862_d803dc6e72.jpg,1,Train
16,0,8,0,0,0,1,47451410051,0,0,1,-33.859345,151.221594,53649649@N04,cRTwufFTWrzzUz3wMQ,19bdec9e0b,7816,Sydney@night,28676667,Opera_House,https://farm8.staticflickr.com/7816/47451410051_19bdec9e0b.jpg,1,Test
15,0,8,0,0,0,1,47449783981,0,0,1,-33.856731,151.214962,29824553@N00,cRTwufFTWrzzUz3wMQ,6ff8701c24,7909,Sydney - Australia,28676667,Opera_House,https://farm8.staticflickr.com/7909/47449783981_6ff8701c24.jpg,1,Train
16,0,8,0,0,0,1,47376460382,0,0,1,-33.856184,151.215672,72589879@N00,cRTwufFTWrzzUz3wMQ,f3d5eb61f7,7901,Opera,28676667,Opera_House,https://farm8.staticflickr.com/7901/47376460382_f3d5eb61f7.jpg,1,Validation
16,0,8,0,0,0,1,40463609943,0,0,1,-33.856184,151.215672,72589879@N00,cRTwufFTWrzzUz3wMQ,b2c0e2ed2d,7835,Opera House,28676667,Opera_House,https://farm8.staticflickr.com/7835/40463609943_b2c0e2ed2d.jpg,1,Train
16,0,8,0,0,0,1,40463609593,0,0,1,-33.854653,151.209472,72589879@N00,uyU97kpTVLseY.4z4g,41060ced7c,7870,Opera House,26198434,Opera_House,https://farm8.staticflickr.com/7870/40463609593_41060ced7c.jpg,1,Train
16,0,8,0,0,0,1,46507220625,0,0,1,-33.858064,151.214763,53649649@N04,cRTwufFTWrzzUz3wMQ,36779d951d,7904,Sydney@Opera House,28676667,Opera_House,https://farm8.staticflickr.com/7904/46507220625_36779d951d.jpg,1,Train
16,0,8,0,0,0,1,47422421931,0,0,1,-33.857839,151.215238,53649649@N04,cRTwufFTWrzzUz3wMQ,8210eb36ea,7844,Sydney@Opera House,28676667,Opera_House,https://farm8.staticflickr.com/7844/47422421931_8210eb36ea.jpg,1,Test
15,0,8,0,0,0,1,46698681354,0,0,1,-33.855020,151.214618,48987762@N07,Fp.4vtxWULjq5GqX,bd0be11b79,7861,Opera House,7225644,Opera_House,https://farm8.staticflickr.com/7861/46698681354_bd0be11b79.jpg,1,Validation
16,0,66,0,0,0,1,32471702497,0,0,1,-33.857695,151.215047,39137917@N02,cRTwufFTWrzzUz3wMQ,8d032af83b,65535,Badu Gili @ Sydney Opera House,28676667,Opera_House,https://farm66.staticflickr.com/65535/32471702497_8d032af83b.jpg,1,Train
16,0,66,0,0,0,1,40414014893,0,0,1,-33.858414,151.215730,39137917@N02,cRTwufFTWrzzUz3wMQ,d5bc8d7989,65535,Twilight @ Sydney Opera house,28676667,Opera_House,https://farm66.staticflickr.com/65535/40414014893_d5bc8d7989.jpg,1,Train
16,0,8,0,0,0,1,47362447551,0,0,1,-33.856475,151.215241,13875847@N00,cRTwufFTWrzzUz3wMQ,9189263fe1,7911,Opera House Reflections,28676667,Opera_House,https://farm8.staticflickr.com/7911/47362447551_9189263fe1.jpg,1,Train
16,0,8,0,0,0,1,46639271584,0,0,1,-33.856456,151.214961,13875847@N00,cRTwufFTWrzzUz3wMQ,d19b56d17c,7850,Sunset at the Opera House,28676667,Opera_House,https://farm8.staticflickr.com/7850/46639271584_d19b56d17c.jpg,1,Train
16,0,8,0,0,0,1,47301782592,0,0,1,-33.847509,151.209425,97974874@N00,ITQvq1pQUrNQEM42,5f10b94a78,7801,"Sydney Harbour Bridge & Opera House from Luna Park Ferris Wheel, Sydney, NSW",1096662,Opera_House,https://farm8.staticflickr.com/7801/47301782592_5f10b94a78.jpg,1,Train
